,A305720,A091180,A228800,A161510,A150460,A228810,A139220,A117680,A174350,A244670,A322150,A337120,A147970,A243880,A153130,A148070,A332620,A182490,A292770,A123310,A292340,A166400,A271050,A132030,A138910,A316300,A352560,A250780,A295020,A217780,A225030,A373530,A280940
2019-07-25,7971,14027,4003,9492,6834,5387,2343,6692,9842,7104,8931.0,,17977,22705,101130,121163,,11730,49555,7565,8680,11531,14020,10265,5355,11840.0,,8545,45490,11165,6385,,9320
2019-07-26,7921,14046,3948,9444,6771,5332,2323,6552,9804,7067,8903.0,,17836,22675,101145,121278,,11725,49550,7580,8665,11522,13975,10205,5345,11900.0,,8645,45485,11095,6405,,9350
2019-07-29,7700,13772,3850,9356,6576,5143,2313,6420,9718,6913,8723.0,,17614,21750,101140,121419,,11720,49550,7690,8490,11369,14025,10210,5315,11820.0,,8940,45435,11185,6385,,9325
2019-07-30,7789,13912,3883,9347,6649,5198,2323,6433,9697,6944,8774.0,,17692,22145,101155,121467,,11710,49545,7670,8505,11394,13715,10260,5360,11830.0,,8895,45350,11130,6380,,9300
2019-07-31,7883,13792,3883,9379,6609,5243,2338,6401,9718,6908,8703.0,,17714,21700,101160,121581,,11725,49540,7730,8415,11323,13430,10310,5305,11875.0,,8840,45370,11230,6395,,9255
2019-08-01,7803,13709,3863,9358,6614,5173,2289,6249,9688,6858,8652.0,,17574,21630,101170,121496,,11725,49570,7765,8385,11268,13570,10145,5250,11790.0,,8930,45370,11305,6475,,9415
2019-08-02,7769,13745,3878,9182,6498,5093,2257,6107,9564,6791,8558.0,,17442,21320,101165,121904,,11700,49505,7845,8210,11155,14195,10325,5175,11920.0,,9315,45190,11470,6540,,9240
2019-08-05,7449,13638,3691,9020,6202,4647,2203,5937,9434,6523,8331.0,,17034,20170,101185,122890,,11740,49380,8015,7870,10924,14165,10520,5025,11900.0,,10060,44875,11700,6655,,9085
2019-08-06,7277,13343,3647,8955,6124,4543,2181,5859,9344,6427,8179.0,,16781,19250,101205,123014,,11635,49375,8120,7625,10767,14135,10540,5050,11625.0,,10255,44885,11900,6805,,9040
2019-08-07,7371,13421,3627,8839,6167,4686,2132,5883,9212,6377,8170.0,,16732,19165,101220,122985,,11685,49360,8175,7520,10668,14510,10730,5045,11660.0,,10015,44865,11695,6720,,8915
2019-08-08,7489,13643,3800,8904,6333,4939,2190,6034,9280,6518,8245.0,,16998,19145,101230,122880,,11670,49385,8160,7615,10725,14665,10805,5120,11775.0,,9660,44880,11695,6655,,8845
2019-08-09,7554,13870,3840,8904,6333,4895,2203,6079,9254,6464,8321.0,,17262,19730,101235,122649,,11695,49425,8090,7630,10799,14660,10820,5110,11880.0,,9700,44970,11860,6575,,8810
2019-08-12,7581,13768,3830,8830,6274,4855,2223,6043,9170,6436,8346.0,,17193,20030,101240,122710,,11700,49415,8070,7675,10824,14275,10770,5120,11900.0,,9700,44970,11635,6595,,8860
2019-08-13,7439,13690,3820,8721,6225,4761,2161,6001,9119,6445,8260.0,,17319,19700,101250,123165,,11640,49365,8165,7595,10721,14150,10965,5110,11875.0,,9825,44815,11680,6710,,8710
2019-08-14,7626,13704,3805,8746,6182,4766,2137,5987,9089,6436,8336.0,,17279,20590,101265,123236,,11650,49370,8095,7665,10789,13650,10785,5155,11875.0,,9630,44750,11530,6575,,8825
2019-08-16,7572,13661,3751,8682,6119,4652,2152,5977,9005,6286,8275.0,,17048,20405,101270,123772,,11625,49320,8140,7590,10692,13970,10905,5140,11955.0,,9685,44550,11455,6715,,8745
2019-08-19,7591,13704,3858,8830,6182,4706,2190,6070,9131,6422,8359.0,,17284,20350,101285,123734,,11650,49320,8090,7680,10804,13870,10830,5140,11950.0,,9610,44615,11320,6605,,8800
2019-08-20,7734,13643,3883,8855,6279,4771,2208,6097,9144,6491,8463.0,,17352,20800,101295,123568,98100.0,11660,49335,8010,7765,10924,13670,10775,5140,11950.0,,9360,44695,11325,6570,,8860
2019-08-21,7724,13582,3933,8895,6303,4890,2223,6117,9165,6508,8483.0,,17402,20645,101300,122919,98300.0,11660,49425,7990,7765,10934,13685,10810,5095,11905.0,,9195,44895,11390,6615,,8830
2019-08-22,7641,13445,3913,8888,6254,4830,2218,6075,9165,6491,8412.0,,17257,19930,101300,123080,99320.0,11680,49395,8055,7730,10875,13875,10805,5065,11865.0,,9260,44790,11395,6590,,8840
2019-08-23,7739,13523,3868,8859,6197,4741,2193,6001,9094,6476,8412.0,,17238,20100,101310,122810,98475.0,11700,49445,8055,7725,10860,13840,10735,5045,11990.0,,9335,44935,11275,6560,,8880
2019-08-26,7524,13388,3771,8750,6017,4488,2152,5891,9000,6319,8255.0,,16989,19245,101305,123625,100925.0,11715,49365,8170,7620,10725,14295,11090,4960,11980.0,,9840,44610,11530,6770,,8600
2019-08-27,7558,13291,3786,8725,6050,4568,2152,5873,8958,6309,8275.0,,17018,19600,101305,123304,100175.0,11695,49410,8155,7635,10743,14295,11040,5000,11950.0,,9730,44840,11415,6695,,8655
2019-08-28,7666,13661,3845,8779,6153,4691,2161,5933,9038,6400,8369.0,,17234,19920,101310,123046,101400.0,11700,49425,8075,7695,10829,13825,11075,5045,12000.0,,9320,44945,11410,6690,,8595
2019-08-29,7646,13680,3863,8807,6192,4652,2171,5900,9101,6471,8326.0,,17252,19640,101315,123165,101170.0,11695,49445,8120,7695,10774,13845,11115,5045,12080.0,,9370,44855,11495,6660,,8590
2019-08-30,7794,13846,3928,8981,6279,4756,2233,6039,9203,6577,8496.0,,17442,20575,101325,122890,100100.0,11710,49460,7975,7810,10982,13660,11005,5090,12075.0,,9200,44960,11455,6575,,8670
2019-09-02,7724,13971,3903,9008,6313,4810,2228,6089,9229,6586,8492.0,,17501,20460,101325,122221,99975.0,11715,49565,7970,7810,10986,13880,10960,5085,12125.0,,8980,45210,11320,6600,,8705
2019-09-03,7724,13870,3988,8952,6401,4855,2203,6056,9194,6621,8473.0,,17469,20435,101320,122335,100470.0,11710,49550,8000,7800,10948,13995,10975,5005,12150.0,,9030,45155,11325,6605,,8680
2019-09-04,7724,13925,3983,9008,6459,4880,2198,6130,9272,6641,8566.0,,17670,21005,101320,122212,99645.0,11695,49585,7870,7805,11000,14135,11055,5055,12330.0,,8890,45230,11320,6550,,8635
2019-09-05,7774,13875,4008,9061,6425,4895,2208,6171,9263,6663,8703.0,,17605,21830,101320,121955,98945.0,11740,49610,7805,7835,11151,13645,11110,5105,12250.0,,8825,45365,11110,6495,,8595
2019-09-06,7759,13814,3993,9077,6367,4850,2223,6117,9241,6641,8728.0,,17665,21840,101320,121918,97335.0,11715,49610,7770,7835,11197,13600,10890,5190,12185.0,,8860,45385,11160,6440,,8725
2019-09-09,7695,13730,3993,9145,6401,4978,2228,6135,9263,6590,8789.0,,17565,22000,101315,122122,97505.0,11725,49590,7715,7835,11243,13390,10845,5180,12145.0,,8920,45265,11060,6425,,8765
2019-09-10,7666,13860,4032,9318,6420,5053,2289,6213,9361,6631,8837.0,,17651,21995,101330,121942,96720.0,11750,49605,7680,7835,11273,13160,10710,5220,12025.0,,9000,45370,11105,6450,,8900
2019-09-11,7749,14059,4081,9384,6508,5133,2308,6359,9460,6768,8911.0,,17826,21865,101325,121861,95390.0,11750,49630,7620,7850,11273,13225,10720,5190,12060.0,,8810,45420,11150,6445,,8890
2019-09-16,7853,13996,4131,9537,6547,5128,2424,6442,9536,6872,8965.0,,17887,21650,101335,120642,93140.0,11760,49830,7600,7855,11318,12785,10825,5255,11930.0,,8650,45960,11060,6430,,8810
2019-09-17,7853,13996,4131,9521,6557,5153,2419,6420,9511,6904,8970.0,,17887,21775,101325,120775,93925.0,11770,49760,7600,7860,11318,12090,10750,5180,12070.0,,8605,45890,11225,6405,,8875
2019-09-18,7803,14027,4166,9488,6609,5293,2394,6406,9511,6927,8997.0,,17909,21885,101335,121092,94320.0,11765,49765,7555,7910,11389,12610,10770,5185,12045.0,,8635,45720,11170,6400,,8840
2019-09-19,7794,13986,4176,9416,6581,5248,2362,6328,9438,6836,9049.0,,17782,22605,101340,121296,95490.0,11790,49760,7505,8015,11437,12740,10735,5155,12175.0,,8630,45660,11145,6395,,8875
2019-09-20,7774,14143,4181,9542,6594,5278,2384,6351,9503,6853,9112.0,,17872,22665,101335,121188,95270.0,11815,49775,7470,8015,11473,12675,10795,5155,12145.0,,8615,45665,11115,6390,,8820
2019-09-23,7719,14462,4176,9496,6586,5303,2384,6319,9532,6881,9097.0,,18040,22750,101335,121244,96550.0,11800,49780,7465,8060,11483,12660,10885,5110,12200.0,,8690,45715,11290,6400,,8755
2019-09-24,7744,14560,4156,9472,6624,5258,2389,6323,9578,6899,9134.0,,18107,23060,101345,121235,96600.0,11775,49770,7420,8085,11498,12680,10930,5150,12310.0,,8995,45700,11265,6400,,8715
2019-09-25,7371,14481,4057,9432,6528,5148,2333,6237,9544,6894,8977.0,,17872,22120,101335,121534,97760.0,11835,49735,7520,8005,11483,13055,10985,5115,12310.0,,9140,45550,11280,6475,,8675
2019-09-26,7361,14287,4061,9451,6518,5158,2353,6222,9536,6831,8997.0,,17882,22395,101350,121524,97195.0,11780,49750,7505,8040,11473,13135,10840,5130,12290.0,,9000,45600,11315,6445,,8790
2019-09-27,7321,14226,4081,9315,6532,5203,2333,6158,9422,6739,8931.0,,17709,21700,101355,121406,97250.0,11765,49725,7590,7965,11359,13195,10800,5090,12225.0,,9045,45645,11330,6440,,8825
2019-09-30,7312,14305,4057,9411,6488,5143,2357,6195,9498,6754,8992.0,,17909,22105,101355,121268,96880.0,11780,49725,7530,8045,11437,13280,10690,5130,12185.0,,9095,45700,11465,6450,,8885
2019-10-01,7371,14129,4071,9419,6552,5218,2362,6217,9544,6786,9017.0,,17927,22370,101365,120861,97620.0,11750,49720,7505,8045,11460,13615,10495,5020,12245.0,,8800,45870,11390,6405,,9075
2019-10-02,7213,13842,4047,9281,6420,5128,2318,6024,9353,6650,8855.0,,17619,21400,101370,120908,98040.0,11740,49740,7660,7865,11331,13620,10595,5045,12200.0,,8950,45870,11460,6535,,8985
2019-10-04,7145,13533,3983,9210,6323,5043,2284,5974,9272,6540,8804.0,,17329,21400,101370,122174,98110.0,11765,49685,7700,7810,11253,14025,10820,4995,12170.0,,8930,45415,11500,6605,,8800
2019-10-07,7115,13574,3908,9182,6386,5068,2252,5904,9254,6513,8789.0,,17370,21575,101395,122103,98530.0,11775,49625,7695,7840,11207,14000,10805,5050,12190.0,,8585,45430,11455,6515,,8815
2019-10-08,7341,13666,3938,9193,6410,5078,2261,5982,9241,6523,8931.0,,17505,22155,101400,121576,97680.0,11780,49680,7570,8045,11354,13860,10685,5100,12200.0,,8510,45625,11375,6525,,8900
2019-10-10,7341,13453,3908,9108,6348,5008,2218,5914,9165,6422,8875.0,,17406,22220,101410,121414,97490.0,11775,49720,7630,7910,11293,14055,10790,5085,12235.0,,8535,45695,11275,6595,,8805
2019-10-11,7346,13481,3968,9226,6348,5063,2257,5997,9285,6500,8936.0,,17419,22545,101405,120988,95850.0,11730,49770,7580,7980,11340,13590,10750,5120,12210.0,,8590,45890,11160,6515,,8860
2019-10-14,7416,13277,4066,9368,6449,5213,2294,6112,9370,6626,9022.0,,17497,22745,101410,120998,95175.0,11770,49760,7495,8125,11437,13600,10675,5155,12225.0,,8405,45870,11030,6450,,8900
2019-10-15,7331,13466,4071,9335,6483,5278,2294,6089,9387,6672,9017.0,,17451,22645,101420,121007,95770.0,11760,49745,7490,8120,11460,13880,10685,5160,12290.0,,8340,45845,11095,6450,,8915
2019-10-16,7336,13523,4081,9307,6528,5228,2313,6053,9508,6713,9078.0,,17578,22965,101420,120657,95640.0,11795,49780,7455,8135,11522,13930,10605,5120,12290.0,,8265,46020,11095,6420,,8950
2019-10-17,7287,13426,4106,9339,6513,5218,2284,6019,9498,6676,9017.0,,17529,22575,101435,120182,95790.0,11780,49915,7480,8160,11513,13945,10695,5090,12270.0,,8345,46230,11155,6425,,8905
2019-10-18,7297,13374,4101,9275,6478,5203,2294,6015,9438,6708,8956.0,,17464,22180,101430,120116,95400.0,11770,49900,7545,8105,11465,13720,10680,5100,12290.0,,8420,46230,11280,6430,,8895
2019-10-21,7248,13374,4061,9358,6434,5193,2280,5974,9508,6676,8970.0,,17451,22510,101430,119432,94380.0,11820,49960,7505,8135,11465,13755,10690,5180,12290.0,,8255,46535,11320,6410,,8905
2019-10-22,7307,13393,4091,9451,6498,5238,2308,6053,9552,6713,9107.0,,17655,22900,101430,119309,94050.0,11825,49960,7405,8175,11584,13805,10640,5190,12230.0,,8055,46530,11305,6375,,8930
2019-10-23,7272,13291,4052,9391,6469,5168,2257,5933,9451,6650,9058.0,,17410,22425,101430,119376,94950.0,11795,49960,7455,8170,11540,13650,10675,5140,12185.0,,7820,46560,11355,6425,,8920
2019-10-24,7321,13398,4042,9455,6454,5238,2252,5956,9477,6646,9068.0,,17410,22765,101440,119565,94580.0,11785,49970,7440,8190,11522,13285,10690,5205,12205.0,,7875,46480,11360,6405,,8905
2019-10-25,7302,13407,4022,9395,6439,5198,2238,5845,9477,6663,9073.0,,17464,23225,101435,119329,94960.0,11845,50035,7435,8200,11565,13200,10785,5225,12265.0,,8075,46530,11250,6395,,8820
2019-10-28,7421,13476,4042,9342,6459,5193,2243,5845,9460,6676,9102.0,,17529,23645,101435,118356,94050.0,11845,50160,7410,8225,11594,13065,10775,5240,12260.0,,8115,46905,11205,6355,,8825
2019-10-29,7391,13569,4061,9326,6478,5298,2238,5831,9412,6636,9102.0,,17455,23600,101415,118157,93220.0,11780,50160,7410,8200,11609,13300,10675,5255,12150.0,,7970,47025,11240,6325,,8900
2019-10-30,7381,13453,4081,9259,6576,5382,2238,5730,9344,6595,9053.0,,17288,23095,101420,118370,93475.0,11810,50115,7475,8205,11560,13340,10655,5250,12080.0,,8000,46950,11330,6340,,8920
2019-10-31,7406,13430,4076,9233,6619,5382,2248,5707,9306,6577,9087.0,,17257,23065,101435,118674,93800.0,11775,50090,7455,8215,11575,13380,10730,5260,12180.0,,7980,46790,11400,6305,,8865
2019-11-01,7449,13564,4086,9214,6619,5450,2243,5716,9349,6582,9144.0,,17437,23400,101440,118674,95130.0,11765,50100,7400,8240,11617,13575,10815,5200,12265.0,,7920,46825,11185,6325,,8795
2019-11-04,7529,13680,4215,9342,6751,5515,2318,5826,9486,6718,9295.0,,17628,24120,101450,117839,94170.0,11770,50215,7285,8265,11728,13210,10820,5195,12210.0,,7820,47190,11100,6260,,8775
2019-11-05,7558,13824,4244,9411,6766,5510,2362,5868,9562,6791,9366.0,,17597,24500,101445,117773,93400.0,11835,50190,7235,8280,11752,13035,10770,5245,12170.0,,7745,47155,11025,6225,,8825
2019-11-06,7509,13709,4279,9342,6843,5535,2353,5841,9540,6821,9376.0,,17532,24365,101455,117739,92880.0,11790,50195,7235,8330,11762,12940,10635,5270,12075.0,,7870,47210,11040,6255,,8925
2019-11-07,7449,13787,4254,9407,6810,5485,2348,5826,9598,6858,9343.0,,17542,24045,101465,117929,92990.0,11785,50195,7245,8295,11762,13060,10680,5225,12120.0,,7920,47150,11060,6250,,8910
2019-11-08,7572,13754,4299,9451,6741,5415,2348,5933,9619,6846,9333.0,,17660,24120,101465,118000,92135.0,11785,50180,7270,8285,11762,12940,10535,5275,11840.0,,7935,47110,11060,6235,,9030
2019-11-11,7524,13699,4254,9472,6669,5445,2333,5965,9611,6841,9262.0,,17529,23490,101470,118284,92085.0,11810,50130,7325,8315,11737,13000,10480,5255,11780.0,,8045,47145,11190,6245,,9085
2019-11-12,7489,13860,4304,9480,6688,5425,2318,5951,9670,6877,9320.0,,17619,23950,101470,117829,92085.0,11770,50230,7270,8275,11787,12900,10375,5245,11890.0,,7955,47115,11235,6210,,9175
2019-11-13,7416,13787,4254,9363,6604,5352,2299,5904,9611,6836,9254.0,,17532,23880,101470,118100,93000.0,11790,50140,7325,8275,11772,12995,10465,5215,11885.0,,8065,47040,11270,6220,,9090
2019-11-14,7444,13856,4205,9384,6624,5485,2266,5891,9619,6849,9290.0,9412.0,17609,24045,101475,118309,93780.0,11755,50155,7270,8275,11851,12825,10500,5215,11940.0,,8050,47010,11195,6220,,9065
2019-11-15,7494,13986,4205,9467,6684,5530,2308,5970,9709,6872,9427.0,9488.0,17804,24800,101480,118323,94330.0,11775,50150,7165,8295,11945,12905,10475,5190,11950.0,,7905,47055,11245,6175,,9075
2019-11-18,7494,13921,4244,9460,6693,5555,2294,5956,9675,6821,9423.0,9502.0,17723,25080,101480,118314,93810.0,11805,50145,7160,8375,11936,12750,10485,5205,11850.0,,7915,47025,11255,6165,,9065
2019-11-19,7529,13814,4220,9472,6659,5545,2299,5799,9675,6772,9386.0,9456.0,17633,25035,101490,118759,93985.0,11790,50100,7200,8375,11880,12935,10535,5165,11950.0,,8080,46820,11160,6155,,9040
2019-11-20,7361,13768,4156,9460,6567,5460,2280,5689,9619,6699,9262.0,9334.0,17529,24005,101490,119266,95400.0,11770,50045,7285,8240,11752,13275,10550,5195,11900.0,,8290,46580,11215,6175,,9005
2019-11-21,7253,13694,4086,9356,6498,5415,2248,5634,9552,6621,9078.0,9169.0,17288,23205,101500,119428,96050.0,11760,50060,7390,8070,11594,12960,10525,5195,12010.0,,8455,46510,11250,6195,,9010
2019-11-22,7262,13675,4081,9295,6513,5342,2252,5615,9544,6621,9158.0,9220.0,17319,23535,101500,119271,95580.0,11760,50050,7360,8100,11631,12650,10490,5160,12015.0,,8480,46650,11310,6190,,9060
2019-11-25,7381,13851,4146,9403,6629,5450,2289,5735,9619,6695,9257.0,9304.0,17406,24000,101500,118896,95210.0,11760,50085,7285,8220,11767,12700,10430,5210,12070.0,,8245,46780,11285,6150,,9095
2019-11-26,7431,13657,4161,9428,6619,5435,2271,5836,9589,6723,9305.0,9352.0,17384,24125,101505,119063,96010.0,11770,50090,7280,8220,11767,12670,10420,5200,12105.0,,8215,46735,11185,6125,,9115
2019-11-27,7411,13768,4141,9435,6624,5405,2275,5777,9611,6691,9310.0,9334.0,17451,24085,101515,119456,96180.0,11785,50050,7280,8290,11782,12640,10435,5255,12120.0,,8260,46555,11230,6115,,9115
2019-11-28,7341,13704,4151,9411,6619,5313,2248,5744,9587,6708,9272.0,9291.0,17324,23810,101525,119607,96870.0,11770,50030,7315,8235,11733,12720,10420,5245,12170.0,,8410,46540,11270,6130,,9110
2019-11-29,7282,13471,4126,9295,6586,5367,2208,5652,9486,6621,9139.0,9141.0,17080,23150,101525,119935,96850.0,11740,49960,7435,8020,11536,12680,10430,5235,12240.0,,8535,46400,11420,6140,,9085
2019-12-02,7331,13403,4111,9307,6629,5362,2198,5685,9518,6599,9153.0,9178.0,17133,23385,101540,119424,96610.0,11780,50025,7415,8020,11584,13040,10430,5225,12200.0,,8465,46565,11320,6105,,9070
2019-12-03,7316,13504,4106,9259,6594,5347,2193,5647,9490,6572,9125.0,9094.0,17129,23220,101540,118930,96200.0,11760,50080,7455,7895,11513,13005,10440,5180,12195.0,,8585,46830,11275,6140,,9075
2019-12-04,7061,13500,4061,9226,6576,5288,2186,5560,9460,6481,9022.0,9043.0,17129,22420,101545,119552,97820.0,11740,50000,7500,7885,11432,12970,10580,5145,12295.0,,8620,46545,11265,6190,,8985
2019-12-05,7021,13430,4057,9259,6542,5283,2176,5560,9448,6450,9007.0,9018.0,17152,22505,101560,119660,97460.0,11790,50025,7520,7845,11409,12605,10555,5175,12425.0,,8695,46535,11165,6170,,9010
2019-12-06,7115,13476,4106,9254,6609,5313,2186,5569,9464,6495,9116.0,9103.0,17207,23185,101560,119446,96975.0,11775,50040,7440,7980,11503,12555,10525,5220,12405.0,,8530,46605,11130,6130,,9020
2019-12-09,7203,13481,4071,9295,6532,5253,2181,5611,9443,6513,9149.0,9169.0,17116,23670,101560,119527,96690.0,11785,50020,7405,8060,11640,12440,10445,5345,12385.0,,8540,46635,11120,6110,,9075
2019-12-10,7213,13620,4091,9318,6547,5278,2198,5629,9481,6528,9210.0,9183.0,17262,23985,101570,119831,97340.0,11800,50010,7360,8140,11579,12410,10450,5370,12440.0,,8580,46485,11095,6120,,9085
2019-12-11,7257,13597,4161,9331,6586,5263,2208,5666,9544,6540,9244.0,9230.0,17375,24160,101565,119802,97690.0,11795,49995,7340,8205,11669,12420,10455,5415,12415.0,,8590,46500,11055,6115,,9070
2019-12-12,7336,13787,4195,9492,6614,5313,2252,5763,9637,6617,9386.0,9395.0,17505,24900,101585,119812,97520.0,11830,50010,7215,8465,11866,12425,10535,5460,12335.0,,8385,46475,11090,6095,,9000
2019-12-13,7411,13750,4220,9577,6684,5372,2280,5841,9714,6659,9555.0,9497.0,17700,25920,101585,119585,95240.0,11840,50035,7085,8675,12057,12305,10485,5515,11955.0,,8310,46540,10950,6020,,9060
2019-12-16,7459,13759,4215,9532,6644,5352,2261,5859,9688,6667,9555.0,9526.0,17614,26130,101590,119855,96290.0,11870,50015,7080,8685,12062,12210,10555,5450,12065.0,,8340,46475,10910,6020,,9000
2019-12-17,7504,13880,4195,9537,6659,5352,2238,5919,9700,6686,9697.0,9647.0,17736,27120,101590,119973,95890.0,11870,49970,6995,8810,12118,12160,10560,5495,11940.0,,8200,46465,10800,5990,,8970
2019-12-18,7435,13917,4210,9613,6644,5317,2238,5914,9740,6686,9682.0,9666.0,17773,26810,101590,120016,95010.0,11885,50005,7000,8840,12194,12085,10555,5475,12000.0,,8255,46450,10855,6005,,8980
2019-12-19,7439,13824,4181,9637,6644,5317,2261,5896,9766,6708,9682.0,9657.0,17764,26755,101605,119555,94700.0,11890,50015,6990,8865,12228,12005,10545,5480,11970.0,,8230,46645,10920,6010,,9015
2019-12-20,7469,13860,4210,9662,6702,5317,2271,5951,9756,6734,9744.0,9700.0,17909,27165,101605,119338,94370.0,11915,50050,6975,8875,12233,11935,10565,5490,12050.0,,8180,46740,10890,5995,,8980
2019-12-23,7435,13787,4309,9714,6721,5298,2261,5914,9808,6704,9721.0,9681.0,17899,26900,101615,119575,94930.0,11905,50020,6975,8890,12243,12140,10575,5455,12070.0,,8105,46620,11045,5970,,8990
2019-12-24,7396,13745,4254,9678,6679,5238,2248,5883,9795,6718,9655.0,9619.0,17845,26675,101610,119769,94930.0,11900,50015,7040,8860,12243,12045,10655,5515,12010.0,,8245,46535,11010,5960,,8935
2019-12-26,7426,13828,4224,9694,6702,5293,2257,5914,9808,6781,9677.0,9647.0,17841,26820,101620,119698,94995.0,11940,50000,7000,8860,12179,11915,10745,5550,12060.0,,8035,46535,10980,5950,,8855
2019-12-27,7611,13893,4279,9794,6790,5400,2275,5965,9915,6858,9869.0,9803.0,18098,28120,101635,119499,95280.0,11940,50010,6885,8980,12372,11830,10780,5575,12140.0,,7870,46660,10845,5905,,8805
2019-12-30,7744,13929,4319,9782,6862,5475,2289,5961,9932,6894,9864.0,9818.0,18053,27890,101630,119446,95070.0,11930,49990,6905,8945,12399,11835,10810,5530,12185.0,,7730,46700,10865,5930,,8800
2020-01-02,7710,13541,4347,9585,6902,5515,2261,5928,9773,6908,9783.0,9747.0,17814,27615,101650,119694,94400.0,11925,49980,6990,8860,12233,11890,10845,5520,12260.0,,7740,46580,10580,5930,,8760
2020-01-03,7680,13403,4347,9569,6862,5505,2252,5937,9778,6881,9763.0,9742.0,17796,27540,101660,120417,95610.0,11915,49910,7000,8950,12253,11605,11000,5485,12240.0,,7855,46285,10530,5950,,8645
